customer_age,vendor_count,product_count,total_spend,total_orders,average_order_revenue,first_order_rearranged,last_order_rearranged,is_chain_percentage,cluster_dendogram,cluster_kmeans,cluster_birch,cluster_som,cluster_dbscan,cluster_meanshift,customer_region,last_promo,payment_method,hour,day,CUI_American_Percentage,CUI_Asian_Percentage,CUI_Beverages_Percentage,CUI_Cafe_Percentage,CUI_Chicken Dishes_Percentage,CUI_Chinese_Percentage,CUI_Desserts_Percentage,CUI_Healthy_Percentage,CUI_Indian_Percentage,CUI_Italian_Percentage,CUI_Japanese_Percentage,CUI_Noodle Dishes_Percentage,CUI_OTHER_Percentage,CUI_Street Food / Snacks_Percentage,CUI_Thai_Percentage
27,5,7,61.94,6,10.32333333,70,7,0.166666667,3,2,0,1,1,0,8670,FREEBIE,DIGI,Lunch,weekday,0,0.888924766,0.111075234,0,0,0,0,0,0,0,0,0,0,0,0
20,2,2,18.52,2,9.26,70,7,1,2,2,0,0,1,0,8670,-,CARD,Breakfast,weekday,0.358531317,0,0.641468683,0,0,0,0,0,0,0,0,0,0,0,0
32,3,13,45.03,10,4.503,70,7,1,1,2,0,3,1,0,2360,-,CARD,Afternoon,weekday,0.095713968,0,0,0,0.364201643,0,0,0,0,0,0,0,0.540084388,0,0
38,5,7,57.76,7,8.251428571,70,7,0.571428571,1,2,0,3,1,0,8670,-,CARD,Lunch,weekend,0.212950139,0.355436288,0,0,0,0,0.112707756,0,0,0,0,0,0,0.318905817,0
22,3,5,45.5,5,9.1,70,7,0.2,3,2,0,3,1,0,8670,FREEBIE,CASH,Late Night,weekday,0,0.725934066,0,0,0,0.274065934,0,0,0,0,0,0,0,0,0
34,8,9,26.8,8,3.35,70,7,1,1,2,0,2,1,0,2360,DISCOUNT,CARD,Lunch,weekday,0,0,0.033955224,0,0,0,0,0,0,0,0.133955224,0.327985075,0.447014925,0,0.057089552
40,5,6,43.39,5,8.678,70,7,0.6,1,2,0,3,1,0,4660,DELIVERY,CASH,Dinner,weekday,0.972343858,0,0,0,0,0,0,0,0,0.027656142,0,0,0,0,0
36,1,2,19.33,2,9.665,70,7,1,2,2,0,0,1,0,4660,-,CARD,Afternoon,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,1,8,58.05,6,9.675,70,7,1,2,2,0,3,1,0,4660,DELIVERY,CARD,Lunch,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,8,10,37.89,8,4.73625,70,7,0.875,1,2,0,2,1,0,2360,-,CARD,Lunch,weekday,0.041699657,0.101609923,0,0,0,0,0,0,0.434151491,0,0.082079704,0,0.340459224,0,0
28,1,5,53.09,3,17.69666667,70,6,0,3,2,0,2,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,6,8,63.67,8,7.95875,70,6,0.75,1,2,0,3,1,0,8670,-,DIGI,Late Night,weekend,0.425160986,0.101460657,0,0,0,0.095963562,0,0.188785927,0,0,0.188628868,0,0,0,0
27,4,4,37.33,4,9.3325,70,6,0.25,3,2,0,3,1,0,8670,-,CARD,Late Night,weekend,0.340208947,0.322260916,0.337530137,0,0,0,0,0,0,0,0,0,0,0,0
33,5,12,91.02,8,11.3775,70,6,0.375,1,2,0,0,1,0,4660,-,CARD,Afternoon,weekday,0.146451329,0,0,0,0,0,0,0,0.550977807,0,0,0,0.302570864,0,0
19,2,4,36.66,3,12.22,70,6,0.666666667,3,2,0,3,1,0,8670,DISCOUNT,CARD,Late Night,weekday,0,0,0.49127114,0,0,0.50872886,0,0,0,0,0,0,0,0,0
34,3,10,62.13,8,7.76625,70,6,0,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0.092225978,0,0,0,0,0,0,0.172541445,0,0,0,0.735232577,0,0
23,3,5,25.84,3,8.613333333,70,6,0.333333333,3,2,0,3,1,0,2360,-,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
22,1,7,23.11,7,3.301428571,70,6,0,3,2,0,3,-1,0,4660,FREEBIE,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
44,7,13,121.81,10,12.181,70,6,0.6,1,2,0,0,1,0,8670,-,CARD,Breakfast,weekday,0.365815614,0.585830392,0,0,0,0,0,0,0,0,0,0,0,0.048353994,0
27,4,5,42.77,5,8.554,70,6,0.2,3,2,0,3,1,0,8670,-,CARD,Late Night,weekday,0.725742343,0.274257657,0,0,0,0,0,0,0,0,0,0,0,0,0
22,3,5,59.33,3,19.77666667,70,6,0,3,2,0,1,1,0,4660,-,CARD,Afternoon,weekend,0,0.641328165,0,0,0,0.358671835,0,0,0,0,0,0,0,0,0
25,6,13,151.97,7,21.71,70,6,0.857142857,1,2,0,0,1,0,8670,FREEBIE,CARD,Lunch,weekend,0,0.88181878,0,0,0,0,0,0,0,0,0,0,0,0.11818122,0
38,4,5,50.67,4,12.6675,70,6,0,1,2,0,3,-1,0,8670,DELIVERY,CARD,Late Night,weekend,0,0.365304914,0,0,0,0,0.393724097,0,0,0,0,0,0,0.240970989,0
43,6,11,109.05,8,13.63125,70,6,0.5,1,2,0,3,1,0,8670,FREEBIE,CARD,Lunch,weekend,0.562035763,0.223292068,0,0,0,0.106464924,0,0,0,0,0.108207244,0,0,0,0
27,6,7,20.9,6,3.483333333,70,6,1,1,2,0,3,1,0,2360,DELIVERY,CARD,Breakfast,weekday,0.304784689,0,0,0,0,0,0,0,0.16937799,0.249760766,0.14784689,0,0,0.128229665,0
42,10,12,103.79,10,10.379,70,6,0.4,1,2,0,0,1,0,8670,-,CARD,Late Night,weekday,0.057905386,0.590904711,0.05588207,0,0,0,0,0.056845554,0,0,0.23846228,0,0,0,0
25,2,5,31.21,5,6.242,70,6,0.2,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,5,6,33.56,6,5.593333333,70,6,0.833333333,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekend,0,0.377830751,0,0.075983313,0,0,0,0,0,0.546185936,0,0,0,0,0
24,4,6,16.32,5,3.264,70,6,1,2,2,0,3,1,0,2360,DISCOUNT,CARD,Breakfast,weekday,0,0.341911765,0,0,0.130514706,0,0,0,0,0,0,0.324142157,0,0,0.203431373
23,1,3,20.61,3,6.87,70,6,0,3,2,0,1,1,0,4140,-,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26,4,5,16.5,4,4.125,70,6,1,1,2,0,3,1,0,2360,FREEBIE,DIGI,Lunch,weekend,0,0,0,0,0,0.085454545,0,0,0,0,0,0,0.674545455,0,0.24
29,5,8,48.7,6,8.116666667,70,6,0.5,1,2,0,3,1,0,4660,FREEBIE,CARD,Dinner,weekday,0.196714579,0.404106776,0,0,0,0,0,0.11724846,0,0,0,0,0.281930185,0,0
22,1,4,35.55,3,11.85,70,6,1,2,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
21,12,18,172.95,14,12.35357143,70,6,0.214285714,1,2,0,3,1,0,8670,-,DIGI,Late Night,weekday,0,0.467129228,0.07412547,0,0,0,0,0,0,0,0.072622145,0,0,0.386123157,0
40,3,8,39.63,8,4.95375,70,6,0.875,1,2,0,3,1,0,4660,-,CASH,Afternoon,weekday,0.896038355,0,0,0,0,0,0,0,0,0.103961645,0,0,0,0,0
33,1,7,22.11,5,4.422,70,5,0,3,2,0,3,-1,0,4140,-,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,2,4,16,4,4,70,5,0.25,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.33875,0,0,0,0,0,0,0,0,0.66125,0,0,0,0,0
39,9,14,151.46,9,16.82888889,70,5,0.444444444,1,2,0,3,1,0,8670,DELIVERY,DIGI,Breakfast,weekday,0,0.53961442,0,0,0,0,0.204146309,0,0,0,0.170474053,0,0,0.085765219,0
25,2,8,85.64,6,14.27333333,70,5,0.166666667,3,2,0,1,1,0,8670,-,CARD,Late Night,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
17,2,3,23.64,2,11.82,70,5,0,3,2,0,1,1,0,4660,DISCOUNT,DIGI,Lunch,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,4,11,53.77,10,5.377,70,5,0.2,3,2,0,3,1,0,4660,-,CARD,Dinner,weekday,0.219267249,0,0,0,0,0,0,0,0,0.780732751,0,0,0,0,0
21,3,4,41.95,3,13.98333333,70,5,0,3,2,0,1,1,0,8670,-,CARD,Late Night,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19,5,7,25.58,5,5.116,70,5,0.8,1,2,0,3,1,0,2360,-,CARD,Afternoon,weekend,0.11336982,0,0,0,0.625879593,0.209929633,0,0,0,0,0,0,0,0.050820954,0
39,5,13,82.87,10,8.287,70,5,0.8,1,2,0,3,1,0,4660,-,CASH,Dinner,weekend,0.297815856,0.275250392,0,0,0,0,0,0,0.238807771,0.18812598,0,0,0,0,0
26,2,7,26.37,6,4.395,70,5,1,1,2,0,3,1,0,2490,-,CASH,Afternoon,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,3,3,10.91,3,3.636666667,70,5,0.666666667,3,2,0,3,1,0,2360,-,CASH,Dinner,weekday,0,0,0,0,0,0.792850596,0,0,0,0,0,0,0,0,0.207149404
26,2,5,42.89,4,10.7225,70,5,0.75,1,2,0,3,1,0,8670,-,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0,0,0.839822803,0,0,0.160177197,0
28,5,6,50.24,5,10.048,70,4,0.8,1,2,0,3,1,0,8670,DELIVERY,CARD,Breakfast,weekday,0.114251592,0.253980892,0.142316879,0,0,0.364450637,0.125,0,0,0,0,0,0,0,0
27,4,6,51.45,6,8.575,70,4,0.333333333,1,2,0,3,1,0,8670,FREEBIE,CARD,Lunch,weekday,0.744995141,0,0,0,0,0,0,0,0,0,0,0,0,0.255004859,0
48,7,8,75.4,7,10.77142857,70,4,0.428571429,1,2,0,3,1,0,8670,DISCOUNT,CASH,Late Night,weekday,0.409549072,0.512334218,0,0,0,0,0,0,0,0,0.078116711,0,0,0,0
26,4,7,34.93,6,5.821666667,70,4,0.666666667,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.329802462,0.35098769,0,0,0,0,0,0,0.260234755,0.058975093,0,0,0,0,0
39,4,21,177.53,11,16.13909091,70,4,0,1,2,0,3,-1,0,4660,DELIVERY,CARD,Afternoon,weekday,0.213485045,0.084718076,0,0,0,0.477384104,0,0,0,0,0,0,0,0,0.224412775
37,10,14,52.34,10,5.234,70,4,0.8,1,2,0,2,1,0,2360,DISCOUNT,CARD,Lunch,weekend,0.153611005,0.032479939,0.29728697,0,0.240160489,0.084829958,0,0,0,0,0,0,0.017004203,0.174627436,0
26,11,17,53.14,14,3.795714286,70,4,0.928571429,1,2,0,2,1,0,2360,-,CARD,Afternoon,weekday,0,0.152051186,0.163718479,0,0.149981182,0.079036507,0.075272864,0,0,0.145088446,0,0.186300339,0.048550997,0,0
37,5,13,87.29,10,8.729,70,4,0.8,1,2,0,3,1,0,4660,DELIVERY,CARD,Dinner,weekday,0.699965632,0,0,0,0,0,0,0,0.153854966,0,0,0,0.146179402,0,0
24,6,7,24.21,6,4.035,70,3,0.833333333,1,2,0,3,1,0,2360,-,DIGI,Dinner,weekday,0,0,0.036761669,0,0.103263114,0.499793474,0,0,0.072697233,0,0,0.287484511,0,0,0
23,7,19,88.77,16,5.548125,70,3,0.25,1,2,0,0,1,0,4660,-,DIGI,Breakfast,weekend,0.195336262,0,0,0,0,0,0,0.069054861,0,0.735608877,0,0,0,0,0
24,11,34,150.36,24,6.265,70,3,0.916666667,1,2,0,0,1,0,2360,-,CARD,Lunch,weekday,0,0.045823357,0,0.026270285,0,0.58745677,0,0,0,0.066972599,0,0.273476989,0,0,0
31,6,7,24.39,6,4.065,70,3,1,1,2,0,3,1,0,2360,-,CARD,Dinner,weekday,0,0.311603116,0.086920869,0,0,0.221402214,0,0,0,0,0,0,0,0,0.380073801
37,11,21,65.38,19,3.441052632,70,3,0.736842105,1,2,0,2,-1,0,2360,-,CARD,Breakfast,weekday,0.03181401,0,0.064392781,0,0.318293056,0.21474457,0,0,0,0.039920465,0.163964515,0.158305292,0.00856531,0,0
28,2,5,41.18,4,10.295,70,3,0.75,1,2,0,3,1,0,4660,DELIVERY,DIGI,Lunch,weekday,0,0.764934434,0,0,0,0,0,0,0,0,0,0,0,0,0.235065566
26,7,10,37.59,8,4.69875,70,3,1,1,2,0,2,1,0,2360,-,CARD,Lunch,weekday,0.130619846,0,0.090449588,0,0.038840117,0,0,0,0,0,0,0.114658154,0.625432296,0,0
24,5,8,98.45,5,19.69,70,3,0.2,1,2,0,3,1,0,8670,-,CARD,Breakfast,weekday,0,0.315388522,0,0,0,0.564042661,0,0,0,0,0.120568817,0,0,0,0
30,8,11,109.28,8,13.66,70,3,0.25,1,2,0,3,1,0,8670,-,CARD,Late Night,weekday,0.110358712,0.553623719,0,0,0,0,0.115483163,0,0,0,0,0,0,0.220534407,0
33,3,4,28.09,3,9.363333333,70,3,0.333333333,3,2,0,3,1,0,4140,FREEBIE,CARD,Lunch,weekday,0,0.046635813,0,0.567817729,0,0,0,0,0.385546458,0,0,0,0,0,0
35,2,11,115.58,8,14.4475,70,3,1,1,2,0,3,1,0,8370,-,CARD,Breakfast,weekday,0.847291919,0,0.152708081,0,0,0,0,0,0,0,0,0,0,0,0
31,3,5,39.41,3,13.13666667,70,3,0.666666667,3,2,0,3,1,0,4660,-,CARD,Dinner,weekday,0,0,0,0,0,0,0,0,0,0,0,0,0.777721391,0,0.222278609
22,3,3,21.4,3,7.133333333,70,3,1,2,2,0,3,1,0,4660,-,CARD,Breakfast,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,9,13,42.49,10,4.249,70,3,0.8,1,2,0,2,1,0,2360,-,CARD,Lunch,weekday,0.383148976,0,0,0.191809838,0.02777124,0,0,0,0,0.022358202,0,0.141680395,0,0,0.233231349
26,2,3,10.41,3,3.47,70,2,1,2,2,0,0,1,0,2360,DELIVERY,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
33,3,3,21.97,3,7.323333333,70,2,0,3,2,0,1,1,0,4660,DISCOUNT,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0.25443787,0,0,0.74556213,0,0
22,2,6,46.39,5,9.278,70,2,0.2,3,2,0,1,1,0,4660,-,CARD,Afternoon,weekday,0.265790041,0.734209959,0,0,0,0,0,0,0,0,0,0,0,0,0
26,3,5,45.13,5,9.026,70,2,0,3,2,0,1,1,0,8670,-,DIGI,Afternoon,weekday,0,0.730556171,0,0,0,0,0,0,0,0,0,0,0,0.269443829,0
19,3,3,26.45,3,8.816666667,70,2,0.666666667,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekend,0.284688091,0,0,0,0,0,0,0,0,0.418147448,0,0,0,0,0.297164461
23,11,27,101.99,19,5.367894737,70,2,0.789473684,1,2,0,0,1,0,2360,-,CARD,Dinner,weekend,0.036670262,0.143445436,0.235317188,0.180998137,0.043043436,0.119325424,0.09706834,0,0,0,0,0,0.064025885,0.080105893,0
34,6,14,101.97,10,10.197,70,2,0.1,1,2,0,3,1,0,4660,DISCOUNT,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0.054329705,0,0.674610179,0.271060116,0,0,0,0
28,7,9,92.99,7,13.28428571,70,2,0.571428571,1,2,0,0,1,0,8670,-,CARD,Breakfast,weekend,0.135605979,0.400365631,0,0,0,0,0,0,0,0,0,0,0,0.46402839,0
20,4,5,39.31,4,9.8275,70,2,0.5,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.284660392,0.560162808,0,0,0,0,0,0,0,0.1551768,0,0,0,0,0
27,7,19,59.96,13,4.612307692,70,2,0.923076923,1,2,0,2,1,0,2360,-,CARD,Dinner,weekend,0,0.198132088,0,0,0,0.081387592,0,0,0,0,0,0.138759173,0.581721147,0,0
23,2,3,33.52,2,16.76,70,2,0,3,2,0,2,1,0,-,-,CASH,Late Night,weekday,0,0.816527446,0,0,0,0,0,0,0,0,0.183472554,0,0,0,0
43,3,3,19.24,3,6.413333333,70,2,0.666666667,3,2,0,3,1,0,8670,DISCOUNT,DIGI,Lunch,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28,3,5,19.46,5,3.892,70,2,0.4,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.922918808,0,0,0,0,0,0,0,0,0,0,0,0.077081192,0,0
26,3,8,39.38,8,4.9225,70,2,0.25,3,2,0,3,1,0,4660,DELIVERY,CARD,Afternoon,weekend,0,0,0,0,0,0,0,0.718131031,0,0,0,0,0.281868969,0,0
22,6,13,48.57,8,6.07125,70,2,0.875,1,2,0,3,1,0,2360,-,DIGI,Breakfast,weekday,0.076178711,0.149063208,0.377187564,0,0,0,0,0,0,0,0.016882849,0.287626107,0.093061561,0,0
26,8,12,123.83,8,15.47875,70,2,0.625,1,2,0,0,1,0,8670,-,CARD,Breakfast,weekday,0.14584511,0.29443592,0.100702576,0,0,0.253169668,0,0.051118469,0,0,0,0,0,0.154728256,0
26,4,8,55.45,8,6.93125,70,1,0.125,3,2,0,1,1,0,4660,-,CARD,Dinner,weekday,0,0.308025248,0,0,0,0,0,0.574391344,0,0,0.117583408,0,0,0,0
28,3,4,26.39,4,6.5975,70,1,0.75,3,2,0,3,1,0,4660,-,DIGI,Afternoon,weekday,0.28419856,0,0,0,0,0,0,0,0.5066313,0,0,0,0.20917014,0,0
18,7,10,65.36,8,8.17,70,1,0.625,1,2,0,0,1,0,4660,DISCOUNT,CARD,Breakfast,weekend,0,0,0,0.40376377,0,0,0,0.224602203,0,0.188647491,0,0,0.17120563,0,0.011780906
23,5,14,106.1,10,10.61,70,1,0.8,1,2,0,0,1,0,4660,DISCOUNT,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0.17737983,0.82262017,0,0,0,0
32,3,4,23.71,4,5.9275,70,1,0.25,3,2,0,3,1,0,4660,FREEBIE,CASH,Afternoon,weekday,0,0.608182202,0,0,0,0,0,0,0.391817798,0,0,0,0,0,0
30,2,2,23.64,2,11.82,70,1,0.5,3,2,0,3,0,0,4660,-,CARD,Late Night,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
24,1,10,46.53,5,9.306,70,1,1,2,2,0,3,1,0,2360,FREEBIE,CARD,Dinner,weekday,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24,5,7,23.32,5,4.664,70,1,1,1,2,0,3,1,0,2360,-,DIGI,Lunch,weekday,0.246998285,0,0.414236707,0,0.181818182,0,0,0,0,0,0.156946827,0,0,0,0
18,3,3,5.78,3,1.926666667,70,1,1,2,2,0,0,1,0,2360,-,CARD,Breakfast,weekday,0,0.531141869,0,0,0,0,0,0,0.124567474,0.344290657,0,0,0,0,0
26,5,12,37.51,10,3.751,70,1,1,1,2,0,2,1,0,2360,FREEBIE,CASH,Dinner,weekday,0.177552653,0,0.211143695,0,0.536656891,0.074646761,0,0,0,0,0,0,0,0,0
31,4,5,22.78,4,5.695,70,1,0,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0.359964881,0,0,0,0,0,0,0,0.045215101,0.594820018,0,0,0,0
21,6,8,70.27,7,10.03857143,70,1,0.285714286,1,2,0,0,1,0,4660,DELIVERY,CARD,Afternoon,weekday,0,0,0,0,0,0.432617049,0,0,0,0.308097339,0,0,0.177458375,0,0.081827238
17,6,11,30.21,11,2.746363636,70,1,1,1,2,0,2,1,0,2440,DELIVERY,CARD,Afternoon,weekday,0.964581264,0,0,0,0.035418736,0,0,0,0,0,0,0,0,0,0
24,2,7,27.27,7,3.895714286,70,1,0,3,2,0,3,1,0,4140,-,CASH,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
23,3,4,34.93,3,11.64333333,70,1,0,3,2,0,1,1,0,8670,FREEBIE,CARD,Late Night,weekday,0,0.66361294,0,0,0,0,0,0,0,0,0.33638706,0,0,0,0
20,1,2,7.29,2,3.645,70,1,1,2,2,0,0,-1,0,2360,-,CARD,Dinner,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,4,7,43.08,7,6.154285714,70,1,0.714285714,1,2,0,3,1,0,8670,DISCOUNT,CARD,Breakfast,weekend,0.147168059,0.714252553,0,0,0,0,0,0,0,0,0,0,0,0.138579387,0
22,5,6,14.24,5,2.848,70,1,1,1,2,0,3,1,0,2360,-,CARD,Afternoon,weekday,0,0,0.123595506,0,0.483146067,0,0,0,0,0,0.276685393,0.116573034,0,0,0
25,6,9,90.59,6,15.09833333,70,1,0.5,1,2,0,0,1,0,8670,-,DIGI,Late Night,weekday,0.131029915,0.195716967,0.599955845,0,0,0,0.073297273,0,0,0,0,0,0,0,0
27,10,27,162.52,24,6.771666667,70,1,0.833333333,1,2,0,0,1,0,4660,DELIVERY,CARD,Dinner,weekday,0.030334728,0,0,0.304947083,0,0,0,0.188715235,0.252461236,0,0.08035934,0,0.143182378,0,0
21,4,8,64.18,7,9.168571429,70,1,0.857142857,1,2,0,3,1,0,4660,DISCOUNT,CASH,Lunch,weekday,0.581022125,0,0,0,0,0,0,0,0,0.179027734,0,0,0.23995014,0,0
26,7,12,134.41,7,19.20142857,70,1,0.428571429,1,2,0,3,1,0,8670,-,CARD,Lunch,weekend,0,0.866081393,0,0,0,0,0,0,0,0,0.133918607,0,0,0,0
26,11,28,116.43,16,7.276875,70,1,0.75,1,2,0,0,1,0,2360,-,CASH,Afternoon,weekend,0,0,0.040367603,0,0.098342352,0.31383664,0,0,0,0.054367431,0.302413467,0.072575797,0.11809671,0,0
36,1,8,72.53,6,12.08833333,70,1,1,1,2,0,3,-1,0,4660,-,CARD,Afternoon,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
45,2,8,69.23,5,13.846,70,1,0.2,1,2,0,3,-1,0,4140,-,CARD,Afternoon,weekday,0,0.144301603,0,0,0,0,0,0,0.855698397,0,0,0,0,0,0
27,8,14,44.66,12,3.721666667,70,1,0.916666667,1,2,0,2,1,0,2440,-,CASH,Dinner,weekend,0,0,0.082176444,0,0.090237349,0.112404837,0.142185401,0,0.405732199,0,0,0,0.089565607,0,0.077698164
27,3,9,57.67,8,7.20875,70,1,0.375,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0.125541876,0.174787585,0.699670539,0,0,0,0
20,3,3,28.39,3,9.463333333,70,1,0.333333333,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0.233180697,0,0,0,0.295174357,0.471644945
27,3,12,31.36,10,3.136,70,1,0.9,1,2,0,3,-1,0,2490,-,CARD,Lunch,weekday,0,0,0,0,0,0.578443878,0,0,0,0,0,0,0.421556122,0,0
49,4,8,31.78,6,5.296666667,70,1,0.166666667,1,2,0,3,-1,0,4140,-,CARD,Breakfast,weekday,0.202957835,0,0,0,0,0,0,0,0,0.797042165,0,0,0,0,0
28,1,1,4.24,1,4.24,69,69,0,3,2,0,0,1,0,2360,DELIVERY,CASH,Dinner,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
28,1,1,8.15,1,8.15,69,69,1,2,2,0,0,1,0,4660,DELIVERY,CASH,Breakfast,weekend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29,1,1,5.5,1,5.5,69,69,0,3,2,0,0,1,0,4660,DELIVERY,CASH,Lunch,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,1,1,18.3,1,18.3,69,69,1,2,2,0,0,1,0,8670,FREEBIE,DIGI,Lunch,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,2,2,8.12,2,4.06,69,69,1,2,2,0,0,1,0,2360,DELIVERY,DIGI,Dinner,weekend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
34,1,1,5.68,1,5.68,69,69,1,2,2,0,1,1,0,2360,DISCOUNT,CARD,Afternoon,weekend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,1,5,37.7,1,37.7,69,69,1,2,2,0,0,1,0,2360,DELIVERY,CARD,Dinner,weekend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
30,1,1,9.85,1,9.85,69,69,0,3,2,0,0,1,0,4140,DELIVERY,CASH,Lunch,weekend,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
32,1,3,20.12,1,20.12,69,69,1,2,2,0,0,1,0,2440,-,DIGI,Afternoon,weekend,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
26,1,1,17.85,1,17.85,69,69,0,3,2,0,1,1,0,4660,FREEBIE,DIGI,Lunch,weekend,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
46,1,1,0.98,1,0.98,69,69,1,2,2,0,2,1,0,2360,DELIVERY,CARD,Afternoon,weekend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,1,1,9.89,1,9.89,69,69,0,3,2,0,0,1,0,4140,-,CARD,Afternoon,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
22,1,1,8.81,1,8.81,69,69,1,2,2,0,0,1,0,4140,DISCOUNT,CARD,Afternoon,weekend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,1,1,7.71,1,7.71,69,69,0,3,2,0,0,1,0,4660,-,CARD,Afternoon,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
19,1,1,2.96,1,2.96,69,69,1,2,2,0,1,1,0,2360,FREEBIE,DIGI,Dinner,weekend,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,18.32,1,18.32,69,69,1,2,2,0,0,1,0,-,-,DIGI,Breakfast,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
30,1,1,5.87,1,5.87,69,69,1,2,2,0,1,1,0,2440,FREEBIE,CARD,Dinner,weekend,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,2,5,66.59,2,33.295,69,69,0,3,2,0,2,1,0,8670,-,CASH,Breakfast,weekend,0,0.823997597,0,0,0,0,0,0,0,0,0,0,0,0.176002403,0
26,1,1,2.19,1,2.19,69,69,0,3,2,0,0,1,0,4660,-,CARD,Breakfast,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
25,1,1,8.55,1,8.55,69,69,1,2,2,0,0,1,0,2360,DELIVERY,CARD,Breakfast,weekend,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
19,1,1,2.87,1,2.87,69,69,1,2,2,0,1,1,0,2360,DISCOUNT,CARD,Dinner,weekend,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
40,1,1,4.19,1,4.19,69,69,0,3,2,0,0,1,0,4140,-,CASH,Afternoon,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
36,1,1,12.57,1,12.57,69,69,0,3,2,0,0,1,0,8670,DISCOUNT,CARD,Late Night,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,14.16,1,14.16,69,69,1,2,2,0,0,1,0,4660,DELIVERY,CARD,Afternoon,weekend,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23,1,2,32.54,1,32.54,69,69,0,3,2,0,2,1,0,8670,FREEBIE,CARD,Breakfast,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
26,1,1,15.88,1,15.88,69,69,0,3,2,0,0,1,0,4660,DELIVERY,CARD,Dinner,weekend,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
