customer_age,vendor_count,product_count,total_spend,total_orders,average_order_revenue,first_order_rearranged,last_order_rearranged,is_chain_percentage,cluster_dendogram,cluster_kmeans,cluster_birch,cluster_som,cluster_dbscan,cluster_meanshift,customer_region,last_promo,payment_method,hour,day,CUI_American_Percentage,CUI_Asian_Percentage,CUI_Beverages_Percentage,CUI_Cafe_Percentage,CUI_Chicken Dishes_Percentage,CUI_Chinese_Percentage,CUI_Desserts_Percentage,CUI_Healthy_Percentage,CUI_Indian_Percentage,CUI_Italian_Percentage,CUI_Japanese_Percentage,CUI_Noodle Dishes_Percentage,CUI_OTHER_Percentage,CUI_Street Food / Snacks_Percentage,CUI_Thai_Percentage
26,2,5,21.27,3,7.09,85,27,1,2,2,0,0,1,0,2360,-,CARD,Dinner,weekend,0,0,0.383168782,0,0,0.616831218,0,0,0,0,0,0,0,0,0
22,5,12,39.13,9,4.347777778,85,26,1,1,2,0,3,1,0,2360,DELIVERY,CARD,Lunch,weekend,0,0,0,0,0.490672119,0.374393049,0,0,0,0,0,0,0.134934833,0,0
20,7,13,41.02,10,4.102,85,26,0.8,1,2,0,2,1,0,2440,-,DIGI,Late Night,weekend,0.383715261,0,0,0,0,0,0,0,0,0,0.104826914,0.473915163,0.037542662,0,0
19,1,4,48.66,3,16.22,85,26,1,2,2,0,0,1,0,8670,DISCOUNT,DIGI,Breakfast,weekend,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
21,2,5,41.21,4,10.3025,85,26,0,3,2,0,3,1,0,4140,DISCOUNT,DIGI,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
20,3,3,24.57,3,8.19,85,26,0,3,2,0,3,1,0,8670,-,CARD,Late Night,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,10,15,40.56,12,3.38,85,26,0.583333333,1,2,0,2,1,0,2360,FREEBIE,CARD,Breakfast,weekend,0,0.106015779,0,0,0.042406312,0.107741617,0,0.100591716,0,0,0,0.105276134,0.450690335,0,0.087278107
26,6,9,25.19,6,4.198333333,85,26,0.666666667,1,2,0,3,1,0,2360,-,DIGI,Lunch,weekday,0,0,0,0,0,0.059944422,0,0,0,0,0,0,0.475188567,0,0.464867011
23,7,7,42.95,7,6.135714286,85,26,0.428571429,1,2,0,3,1,0,8670,DISCOUNT,CARD,Lunch,weekend,0,0.56903376,0,0,0,0.144819558,0,0.139231665,0,0,0.146915017,0,0,0,0
29,4,5,43.76,5,8.752,85,26,0.8,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.18190128,0,0,0,0,0,0,0,0,0.672760512,0.145338208,0,0,0,0
37,5,9,17.7,9,1.966666667,85,26,0.888888889,2,2,0,0,1,0,2360,FREEBIE,CARD,Lunch,weekday,0,0,0.26440678,0,0.389830508,0,0,0,0,0,0,0,0.345762712,0,0
26,3,3,9.49,3,3.163333333,85,26,1,2,2,0,0,1,0,2360,DISCOUNT,DIGI,Dinner,weekend,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29,5,6,17.01,6,2.835,85,26,1,2,2,0,0,1,0,2360,DELIVERY,DIGI,Lunch,weekday,0,0,0,0,0,0.098765432,0,0,0,0,0,0.265726044,0.635508524,0,0
22,4,12,86.98,11,7.907272727,85,26,0.454545455,1,2,0,3,-1,0,8670,DELIVERY,CARD,Breakfast,weekday,0,0.861347436,0,0,0,0,0,0,0,0,0,0,0,0.138652564,0
21,1,6,32.46,6,5.41,85,26,0,3,2,0,3,1,0,4660,-,CARD,Breakfast,weekend,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
29,4,4,24.39,4,6.0975,85,26,1,2,2,0,0,1,0,8670,DISCOUNT,CARD,Breakfast,weekday,0.23903239,0.518655187,0.242312423,0,0,0,0,0,0,0,0,0,0,0,0
22,5,6,21.59,5,4.318,85,26,0.8,3,2,0,3,1,0,2360,DISCOUNT,CARD,Afternoon,weekday,0,0.250115794,0,0,0,0,0,0,0,0,0,0,0.369615563,0,0.380268643
27,4,5,54.86,4,13.715,85,26,0.25,3,2,0,3,1,0,8670,-,CARD,Breakfast,weekend,0,0.671709807,0,0,0,0,0.328290193,0,0,0,0,0,0,0,0
26,6,8,27.36,7,3.908571429,85,25,0.857142857,1,2,0,3,1,0,2440,DELIVERY,CARD,Lunch,weekday,0,0.155336257,0,0,0,0,0,0,0,0.063596491,0,0.49744152,0,0.045321637,0.238304094
18,4,5,41.69,4,10.4225,85,25,0.5,3,2,0,3,1,0,8670,-,DIGI,Late Night,weekday,0,0.863756296,0,0,0,0.136243704,0,0,0,0,0,0,0,0,0
28,3,6,43.7,5,8.74,85,25,0.4,3,2,0,3,1,0,4660,-,CARD,Dinner,weekday,0,0.176430206,0,0.143478261,0,0,0,0,0,0.680091533,0,0,0,0,0
27,1,2,17.98,2,8.99,85,25,1,2,2,0,0,1,0,8670,-,CARD,Late Night,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
34,3,8,84.19,5,16.838,85,25,0.2,1,2,0,3,1,0,8670,FREEBIE,DIGI,Late Night,weekday,0,0.928376292,0.071623708,0,0,0,0,0,0,0,0,0,0,0,0
29,5,6,53.49,5,10.698,85,25,0.4,1,2,0,3,1,0,8670,DISCOUNT,CASH,Late Night,weekday,0,0.666666667,0,0,0,0.11235745,0,0.220975883,0,0,0,0,0,0,0
29,4,4,31.51,4,7.8775,85,25,0.5,3,2,0,3,1,0,8670,-,CARD,Lunch,weekday,0,0.383370359,0.233576642,0,0,0.383052999,0,0,0,0,0,0,0,0,0
24,5,6,18.22,6,3.036666667,85,25,0.666666667,1,2,0,3,1,0,2360,-,CARD,Breakfast,weekend,0,0.107574094,0.221734358,0,0,0.098792536,0,0,0.252469813,0,0,0,0.319429199,0,0
20,7,8,55.55,7,7.935714286,85,24,0.857142857,1,2,0,3,1,0,4660,FREEBIE,DIGI,Dinner,weekday,0.466786679,0.24680468,0,0,0,0,0,0,0.03780378,0.153915392,0,0,0.094689469,0,0
17,3,10,64.94,6,10.82333333,85,24,0,1,2,0,1,-1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0.521866338,0,0,0.478133662,0,0
36,5,9,62.01,9,6.89,85,24,0.777777778,3,2,0,3,1,0,8670,DELIVERY,CARD,Breakfast,weekday,0.585550718,0.414449282,0,0,0,0,0,0,0,0,0,0,0,0,0
20,3,4,24,4,6,85,24,0.25,3,2,0,3,1,0,8670,-,CASH,Breakfast,weekday,0,0,0,0,0,0,0.493333333,0,0,0,0,0,0,0.506666667,0
22,3,3,13.7,3,4.566666667,85,24,1,2,2,0,0,1,0,2360,-,CARD,Dinner,weekday,0.213138686,0,0,0,0,0,0,0.505109489,0,0,0,0,0.281751825,0,0
23,2,2,12.39,2,6.195,85,24,0,3,2,0,0,1,0,4660,FREEBIE,CARD,Afternoon,weekday,0,0,0,0,0,0.739305892,0,0,0,0.260694108,0,0,0,0,0
22,6,8,76.24,6,12.70666667,85,24,0.5,1,2,0,3,1,0,8670,DISCOUNT,CARD,Breakfast,weekday,0,0.678908709,0.242392445,0,0,0,0.078698846,0,0,0,0,0,0,0,0
22,3,14,61.9,13,4.761538462,85,24,0,1,2,0,3,-1,0,4660,FREEBIE,CARD,Dinner,weekday,0,0,0,0,0,0,0,0,0,0.439741519,0,0,0,0.560258481,0
20,8,11,28.74,9,3.193333333,85,23,0.888888889,1,2,0,2,1,0,2360,FREEBIE,CARD,Lunch,weekday,0.256089074,0.165970772,0,0,0.469728601,0,0,0,0.0782881,0,0,0,0.029923452,0,0
31,3,6,53.58,5,10.716,85,23,0.2,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekend,0,0.186450168,0,0,0,0,0,0,0.149496081,0,0.664053751,0,0,0,0
32,3,5,39.41,4,9.8525,85,23,1,2,2,0,3,1,0,4660,-,CARD,Breakfast,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25,3,23,213.45,14,15.24642857,85,23,0.285714286,1,2,0,3,-1,0,4660,DELIVERY,CARD,Lunch,weekday,0,0.049941438,0,0,0,0.754134458,0,0,0,0,0,0,0,0,0.195924104
24,7,10,37.99,8,4.74875,85,23,0.625,1,2,0,3,1,0,2360,DISCOUNT,CARD,Lunch,weekday,0,0,0,0,0,0,0.060805475,0.048697026,0.615951566,0.10581732,0,0,0.168728613,0,0
23,2,2,18.04,2,9.02,85,22,0.5,3,2,0,0,0,0,8670,DISCOUNT,CARD,Dinner,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
29,3,9,98.64,5,19.728,85,22,0.4,1,2,0,3,1,0,4660,-,CARD,Dinner,weekday,0.184712084,0.244829684,0,0,0,0,0,0,0,0,0.570458232,0,0,0,0
27,2,3,14.24,2,7.12,85,22,1,2,2,0,0,1,0,2440,DELIVERY,CARD,Dinner,weekday,0,0.373595506,0,0,0,0,0,0,0,0,0,0,0.626404494,0,0
19,2,2,3.37,2,1.685,85,22,1,2,2,0,0,1,0,2360,DELIVERY,CASH,Lunch,weekday,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27,5,8,74.48,6,12.41333333,85,22,0.333333333,1,2,0,3,1,0,8670,-,CARD,Breakfast,weekday,0,0.823308271,0,0,0,0,0,0.086466165,0,0,0.090225564,0,0,0,0
24,2,3,18.33,3,6.11,85,22,0.666666667,3,2,0,0,1,0,8670,FREEBIE,CARD,Lunch,weekday,0.637206765,0,0,0,0,0,0,0,0,0,0.362793235,0,0,0,0
29,3,21,85.65,20,4.2825,85,22,0.7,1,2,0,2,-1,0,4660,-,CARD,Lunch,weekday,0.472154116,0,0,0,0,0,0,0,0,0.527845884,0,0,0,0,0
23,5,8,22.55,7,3.221428571,85,22,1,1,2,0,3,1,0,2360,-,CARD,Lunch,weekday,0.19113082,0,0,0,0,0,0,0.332594235,0.093569845,0.3827051,0,0,0,0,0
24,3,6,78.24,3,26.08,85,22,1,2,2,0,3,1,0,8670,FREEBIE,CARD,Late Night,weekday,0,0.84547546,0,0,0,0,0,0,0,0,0,0,0,0.15452454,0
26,2,4,25.08,3,8.36,85,22,1,2,2,0,0,1,0,2360,-,DIGI,Lunch,weekday,0,0,0,0,0,0,0,0,0,0,0,0.231658692,0,0,0.768341308
27,5,6,40.59,5,8.118,85,22,0.8,3,2,0,3,1,0,4660,-,DIGI,Breakfast,weekday,0,0,0,0.444198078,0,0,0,0.16358709,0,0.392214831,0,0,0,0,0
37,3,3,8.02,3,2.673333333,85,22,1,2,2,0,0,1,0,2360,FREEBIE,CARD,Lunch,weekday,0.315461347,0.440149626,0,0,0,0,0,0,0,0,0,0,0.244389027,0,0
36,11,22,87.62,14,6.258571429,85,22,0.857142857,1,2,0,2,1,0,2360,-,CASH,Afternoon,weekend,0.088450126,0.026135585,0,0,0.151335312,0,0,0,0,0,0.29034467,0.096210911,0.347523396,0,0
23,4,4,6.68,4,1.67,85,21,1,2,2,0,0,1,0,2440,-,CARD,Breakfast,weekend,0.215568862,0,0,0,0,0,0.122754491,0,0,0,0.221556886,0,0.44011976,0,0
21,2,7,47.13,6,7.855,85,21,0,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
18,5,6,16.69,5,3.338,85,21,0.8,1,2,0,3,1,0,2360,-,CARD,Dinner,weekday,0,0,0,0,0,0,0,0,0,0,0.372079089,0,0.276812463,0,0.351108448
23,4,18,59.65,16,3.728125,85,21,0.3125,1,2,0,0,-1,0,2360,-,CARD,Afternoon,weekday,0,0,0,0,0.912824811,0,0,0,0,0,0.087175189,0,0,0,0
24,5,12,112.6,10,11.26,85,21,0.1,1,2,0,3,1,0,8670,-,DIGI,Late Night,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
25,4,5,28.84,5,5.768,85,21,0.8,3,2,0,3,1,0,4660,DELIVERY,CARD,Lunch,weekday,0.617891817,0,0,0,0,0,0,0,0,0,0.382108183,0,0,0,0
32,3,6,13.16,5,2.632,85,21,0.4,3,2,0,3,-1,0,2360,DELIVERY,DIGI,Dinner,weekday,0.212765957,0,0,0,0,0.234042553,0,0,0,0,0,0.553191489,0,0,0
53,9,13,53.44,9,5.937777778,85,21,0.777777778,1,2,0,2,-1,0,2360,-,CARD,Breakfast,weekday,0.101422156,0,0.233345808,0,0,0,0.056699102,0,0,0,0,0.074850299,0.533682635,0,0
23,1,4,16.64,4,4.16,85,21,1,2,2,0,0,1,0,4660,-,CASH,Afternoon,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32,4,6,33.13,4,8.2825,85,21,0.75,3,2,0,3,1,0,2360,DELIVERY,CASH,Afternoon,weekday,0.474796257,0,0.525203743,0,0,0,0,0,0,0,0,0,0,0,0
38,4,7,91.98,4,22.995,85,21,0,1,2,0,3,-1,0,8670,FREEBIE,CASH,Late Night,weekday,0,0.806697108,0,0,0,0,0,0,0,0,0,0,0.193302892,0,0
20,4,11,71.91,8,8.98875,85,21,0.25,1,2,0,3,1,0,4660,FREEBIE,CARD,Lunch,weekday,0.740787095,0,0,0,0,0,0,0,0,0.259212905,0,0,0,0,0
29,10,16,44.38,13,3.413846154,85,21,0.846153846,1,2,0,2,1,0,2360,FREEBIE,CARD,Lunch,weekday,0,0.049121226,0.034024335,0,0,0.213159081,0,0,0,0,0.67057233,0.033123028,0,0,0
27,5,10,84.29,7,12.04142857,85,21,0.142857143,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.116739827,0.309645272,0,0,0,0,0,0,0,0.573614901,0,0,0,0,0
36,4,7,60.04,5,12.008,85,21,0.4,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.143904064,0.573284477,0,0,0,0,0,0,0,0.282811459,0,0,0,0,0
22,4,5,10.18,5,2.036,85,21,1,2,2,0,0,1,0,2360,DISCOUNT,CASH,Dinner,weekday,0.228880157,0.277996071,0,0,0,0,0.382121807,0,0,0.111001965,0,0,0,0,0
23,5,8,60.82,7,8.688571429,85,21,0.428571429,1,2,0,3,1,0,8670,-,CARD,Late Night,weekday,0.095692207,0.403814535,0.304833936,0,0,0,0.195659323,0,0,0,0,0,0,0,0
27,4,8,47.25,8,5.90625,85,21,0.625,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.332698413,0,0,0,0,0,0,0,0,0.157248677,0.282328042,0,0,0,0.227724868
20,3,6,33.8,5,6.76,85,20,0.8,3,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.538757396,0,0,0,0,0,0,0.343786982,0.117455621,0,0,0,0,0,0
34,2,7,19,7,2.714285714,85,20,1,1,2,0,0,1,0,2360,FREEBIE,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0.498421053,0,0,0,0.501578947,0,0
27,5,6,19.56,5,3.912,85,20,1,1,2,0,0,1,0,2360,DISCOUNT,CARD,Dinner,weekend,0.140593047,0.536809816,0,0,0,0.052147239,0,0,0,0,0,0.22392638,0.046523517,0,0
24,3,4,36.32,3,12.10666667,85,20,0.333333333,3,2,0,3,1,0,8670,FREEBIE,CARD,Late Night,weekend,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
32,2,5,33.43,4,8.3575,85,20,1,2,2,0,3,1,0,4660,DISCOUNT,CASH,Afternoon,weekend,0,0,0,0,0,0,0,0,0,0,0,0,0.51480706,0,0.48519294
33,4,7,66.74,5,13.348,85,20,0,1,2,0,3,1,0,-,-,CARD,Late Night,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
22,5,29,203.78,19,10.72526316,85,20,1,1,2,0,0,-1,0,4660,-,CARD,Dinner,weekday,0.491166945,0.358327608,0,0,0,0,0,0,0,0.150505447,0,0,0,0,0
27,6,8,29.56,6,4.926666667,85,20,1,1,2,0,3,1,0,2360,-,CARD,Dinner,weekend,0,0.206359946,0.037212449,0,0,0,0,0,0,0.191136671,0.038227334,0,0.527063599,0,0
33,2,2,3.69,2,1.845,85,20,1,2,2,0,1,1,0,2360,FREEBIE,DIGI,Lunch,weekday,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24,2,2,12.05,2,6.025,85,19,0,3,2,0,0,1,0,4660,DISCOUNT,CARD,Afternoon,weekend,0.510373444,0,0,0,0,0,0,0,0,0.489626556,0,0,0,0,0
21,3,3,4.35,3,1.45,85,19,1,2,2,0,0,1,0,2490,FREEBIE,CARD,Lunch,weekend,0.268965517,0,0.418390805,0,0.312643678,0,0,0,0,0,0,0,0,0,0
23,4,6,17.05,5,3.41,85,19,0.6,3,2,0,3,1,0,2360,FREEBIE,CARD,Breakfast,weekday,0.408797654,0,0,0,0.591202346,0,0,0,0,0,0,0,0,0,0
27,5,10,50.16,5,10.032,85,19,1,1,2,0,3,1,0,2360,-,CARD,Lunch,weekday,0.589114833,0,0,0,0.148923445,0,0,0,0,0,0,0,0.201953748,0.060007974,0
18,5,5,42.72,5,8.544,85,19,0.6,1,2,0,3,1,0,8670,DELIVERY,CARD,Late Night,weekend,0.28417603,0.143024345,0,0,0,0,0,0,0,0,0.291198502,0,0,0.281601124,0
25,7,14,59.88,8,7.485,85,19,0.75,1,2,0,3,1,0,2490,DELIVERY,CARD,Afternoon,weekday,0.340347361,0,0,0,0.026052104,0.14495658,0,0,0,0,0,0,0.488643955,0,0
30,6,9,26.76,6,4.46,85,19,1,1,2,0,3,1,0,2360,DELIVERY,CARD,Lunch,weekday,0,0.140508221,0,0,0,0.192077728,0.105754858,0,0,0,0.060538117,0,0.387892377,0,0.1132287
19,3,3,11.92,3,3.973333333,85,18,1,2,2,0,0,1,0,2360,DELIVERY,CARD,Afternoon,weekday,0.185402685,0,0,0,0,0.312919463,0,0,0,0,0,0.501677852,0,0,0
18,8,13,91.27,9,10.14111111,85,18,0.333333333,1,2,0,0,1,0,4660,-,CARD,Afternoon,weekend,0,0.173551003,0,0,0,0,0,0,0,0.377122822,0.098498959,0,0.350827216,0,0
32,9,20,232.41,11,21.12818182,85,18,0.727272727,1,2,0,0,-1,0,8670,-,CASH,Late Night,weekday,0.079944925,0.106621918,0.209070178,0,0,0,0,0,0,0,0.207736328,0,0,0.396626651,0
29,5,17,75.21,10,7.521,85,18,0.9,1,2,0,2,1,0,2360,-,CARD,Lunch,weekday,0,0.017949741,0,0,0.151309666,0.069804547,0,0,0,0,0,0.760936046,0,0,0
22,4,4,14.28,4,3.57,85,18,1,2,2,0,0,1,0,2440,-,CARD,Late Night,weekday,0,0.095238095,0,0,0,0,0,0,0.160364146,0.317927171,0,0,0.426470588,0,0
22,4,17,80.22,6,13.37,85,18,0.833333333,1,2,0,3,1,0,2360,-,DIGI,Lunch,weekday,0,0.06083271,0,0,0,0,0,0,0.045873847,0,0,0,0.893293443,0,0
27,2,2,15.54,2,7.77,85,18,1,2,2,0,0,1,0,2360,FREEBIE,CARD,Breakfast,weekday,0.501287001,0,0.498712999,0,0,0,0,0,0,0,0,0,0,0,0
27,2,3,21.09,2,10.545,85,18,0,3,2,0,2,1,0,4660,DISCOUNT,CARD,Afternoon,weekday,0.493598862,0,0,0,0,0,0,0,0,0,0.506401138,0,0,0,0
49,4,6,45.29,5,9.058,85,18,0.6,1,2,0,3,1,0,4660,DISCOUNT,CASH,Afternoon,weekday,0.118569221,0.291455067,0,0,0,0,0,0,0,0.589975712,0,0,0,0,0
22,12,22,75.42,17,4.436470588,85,18,1,1,2,0,2,1,0,2360,DISCOUNT,CASH,Lunch,weekday,0.045876425,0,0.213471228,0,0.276849642,0.05144524,0.253646248,0,0,0,0,0.021877486,0.136833731,0,0
23,15,27,84.68,19,4.456842105,85,18,0.789473684,1,2,0,0,1,0,2360,-,CARD,Breakfast,weekend,0.174893718,0.376476145,0,0,0.164147378,0.035427492,0.042985357,0,0,0,0.018658479,0,0,0.076759565,0.110651866
26,2,3,30.11,3,10.03666667,85,18,0.666666667,3,2,0,3,1,0,8370,-,CARD,Late Night,weekday,0,0.404516772,0,0,0,0.595483228,0,0,0,0,0,0,0,0,0
31,8,9,28.73,8,3.59125,85,17,0.875,1,2,0,2,1,0,2440,-,CARD,Dinner,weekday,0,0,0,0.219631048,0.264531848,0.267664462,0,0,0.248172642,0,0,0,0,0,0
29,5,5,43.58,5,8.716,85,17,0.6,1,2,0,3,1,0,8670,DISCOUNT,CASH,Breakfast,weekday,0,0.448370812,0.133088573,0,0,0,0,0.418540615,0,0,0,0,0,0,0
29,8,12,70.87,10,7.087,85,17,0.4,1,2,0,0,1,0,4660,FREEBIE,CARD,Afternoon,weekday,0.341046987,0.127698603,0,0,0,0,0,0,0,0.386623395,0,0,0,0,0.144631015
24,10,16,50,13,3.846153846,85,17,0.846153846,1,2,0,2,1,0,2360,DISCOUNT,CARD,Lunch,weekend,0,0.1906,0.453,0,0,0.0432,0,0,0,0.1024,0.1168,0,0,0.094,0
25,6,10,35.28,8,4.41,85,17,0.875,1,2,0,3,1,0,2360,-,CARD,Dinner,weekday,0.216269841,0,0,0,0.056122449,0.21031746,0,0,0,0,0.517290249,0,0,0,0
37,2,3,6.21,3,2.07,85,17,0.333333333,3,2,0,0,-1,0,2360,-,DIGI,Late Night,weekday,0,0,0,0,0.276972625,0,0,0,0,0,0.723027375,0,0,0,0
42,5,9,105.58,6,17.59666667,85,17,0.5,1,2,0,3,1,0,8670,DISCOUNT,CARD,Late Night,weekday,0,0.657984467,0,0,0,0,0,0,0,0,0,0,0,0.342015533,0
31,4,12,170.16,5,34.032,85,16,0.2,1,2,0,3,1,0,8670,-,CARD,Breakfast,weekend,0,0.354960038,0,0,0,0,0,0,0,0,0,0,0,0.645039962,0
22,4,11,78.11,7,11.15857143,85,16,0.714285714,1,2,0,3,1,0,4660,-,DIGI,Afternoon,weekday,0.550249648,0.449750352,0,0,0,0,0,0,0,0,0,0,0,0,0
29,4,13,48.91,6,8.151666667,85,16,1,1,2,0,3,1,0,2360,-,DIGI,Dinner,weekday,0,0,0,0,0.097934983,0.204866081,0,0,0,0,0,0,0.697198937,0,0
20,6,11,60.79,11,5.526363636,85,16,0.818181818,1,2,0,3,1,0,4660,-,CASH,Breakfast,weekend,0,0.192959368,0,0.220924494,0,0,0,0,0.105938477,0.106102977,0.374074683,0,0,0,0
30,3,4,41.35,3,13.78333333,85,16,0,3,2,0,2,1,0,8670,-,DIGI,Afternoon,weekday,0,0.288270859,0,0,0,0,0,0,0,0,0,0,0,0.711729141,0
35,4,8,62.88,7,8.982857143,85,16,0.714285714,1,2,0,3,1,0,4660,FREEBIE,CARD,Afternoon,weekend,0,0,0,0,0,0,0,0.71692112,0.057888041,0.137722646,0,0,0.087468193,0,0
27,4,4,8,4,2,85,16,0.75,3,2,0,0,1,0,2440,DELIVERY,CARD,Afternoon,weekend,0.75625,0,0,0,0.13375,0,0,0,0,0,0,0,0.11,0,0
39,5,7,24.42,6,4.07,85,16,0.5,1,2,0,3,1,0,2360,DISCOUNT,CARD,Lunch,weekday,0,0.06019656,0.211711712,0,0,0,0.276412776,0,0,0,0.094594595,0,0.357084357,0,0
22,3,4,44.87,3,14.95666667,85,16,0.333333333,3,2,0,3,1,0,8670,-,CARD,Breakfast,weekday,0,0.850679741,0,0,0,0,0,0,0,0,0.149320259,0,0,0,0
30,13,26,103.84,17,6.108235294,85,16,0.941176471,1,2,0,2,1,0,2360,-,CASH,Dinner,weekend,0.015023112,0,0,0.017719569,0.045936055,0.143489985,0.084456857,0.015215716,0.234302773,0.046032357,0.252118644,0,0.145704931,0,0
39,4,10,55.22,4,13.805,85,16,1,1,2,0,3,1,0,2360,DISCOUNT,DIGI,Lunch,weekday,0,0,0,0,0,0,0,0,0,0.029337197,0,0.970662803,0,0,0
41,10,20,49.47,17,2.91,85,16,0.705882353,1,2,0,2,1,0,2360,DISCOUNT,DIGI,Breakfast,weekend,0,0.26601981,0.138265616,0,0.053163533,0,0,0,0.254497675,0,0,0,0.288053366,0,0
21,4,10,89.53,5,17.906,85,16,0.6,1,2,0,3,1,0,4660,-,CARD,Lunch,weekday,0,0.789567743,0,0,0,0,0,0,0,0.162291969,0,0,0.048140288,0,0
27,5,8,82.23,6,13.705,85,16,0.666666667,1,2,0,3,1,0,8670,-,CASH,Late Night,weekday,0.142891889,0.217682111,0.254651587,0,0,0,0.384774413,0,0,0,0,0,0,0,0
23,2,9,67.22,6,11.20333333,85,15,0,1,2,0,1,1,0,4660,FREEBIE,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
27,4,9,85.17,7,12.16714286,85,15,0.857142857,1,2,0,3,1,0,8670,FREEBIE,CARD,Breakfast,weekday,0,0.507338265,0.41775273,0,0,0,0,0,0,0,0.074909006,0,0,0,0
40,4,6,20.7,5,4.14,85,15,1,1,2,0,0,1,0,2440,-,DIGI,Breakfast,weekday,0.290338164,0.196618357,0.164251208,0,0.348792271,0,0,0,0,0,0,0,0,0,0
17,4,7,41.36,6,6.893333333,85,15,0.333333333,1,2,0,3,1,0,4660,-,DIGI,Lunch,weekday,0,0.272243714,0,0,0,0,0,0,0,0,0,0,0.727756286,0,0
27,5,9,65.19,8,8.14875,85,15,0.375,1,2,0,3,1,0,4660,-,CARD,Breakfast,weekday,0.264764534,0,0,0,0,0,0,0,0,0.199877282,0,0,0.535358184,0,0
22,1,4,24.32,4,6.08,85,15,1,2,2,0,0,1,0,4660,FREEBIE,DIGI,Afternoon,weekday,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
21,8,14,49.81,9,5.534444444,85,15,1,1,2,0,2,1,0,2360,DISCOUNT,CASH,Lunch,weekday,0.056213612,0.210801044,0.02288697,0,0,0,0,0,0,0.065850231,0,0.464966874,0.179281269,0,0
33,3,6,34.21,6,5.701666667,85,15,1,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0.836305174,0,0,0,0,0,0,0,0.163694826,0,0,0,0,0,0
20,3,4,9.58,4,2.395,85,15,1,2,2,0,0,1,0,2360,DISCOUNT,DIGI,Lunch,weekday,0,0,0.881002088,0,0,0.118997912,0,0,0,0,0,0,0,0,0
27,5,9,35.08,6,5.846666667,85,15,1,1,2,0,3,1,0,2360,DELIVERY,DIGI,Dinner,weekday,0,0.103192702,0,0,0.215507412,0,0,0,0,0,0,0.681299886,0,0,0
25,2,3,26.03,2,13.015,85,15,0,3,2,0,2,1,0,4660,-,DIGI,Afternoon,weekday,0,0,0,0,0,0,0,0,0.747598924,0,0,0,0,0.252401076,0
19,6,10,104.82,7,14.97428571,85,15,0.142857143,1,2,0,3,1,0,8670,-,CARD,Late Night,weekday,0.183171151,0.755676398,0.061152452,0,0,0,0,0,0,0,0,0,0,0,0
28,2,9,61.98,9,6.886666667,85,15,0,1,2,0,3,-1,0,8670,-,CARD,Late Night,weekday,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,2,2,19.96,2,9.98,85,15,0.5,3,2,0,0,0,0,4660,-,CARD,Breakfast,weekday,0,0,0,0.318136273,0,0,0,0,0,0.681863727,0,0,0,0,0
22,3,8,41.26,6,6.876666667,85,15,0.5,1,2,0,3,1,0,4660,-,CARD,Afternoon,weekday,0,0,0,0,0,0,0,0,0,0.54241396,0,0,0.2464857,0,0.211100339
28,3,5,30.18,5,6.036,85,15,0,1,2,0,3,1,0,4660,-,CARD,Lunch,weekday,0,0,0,0,0,0,0,0,0,0.620941021,0,0,0,0.379058979,0
26,5,6,16.45,5,3.29,85,15,1,1,2,0,0,1,0,2360,-,CARD,Lunch,weekday,0.068693009,0,0.480243161,0,0.132522796,0,0,0,0,0.099696049,0,0,0.218844985,0,0
22,3,7,43.81,6,7.301666667,85,14,0,3,2,0,3,1,0,4660,DELIVERY,CARD,Dinner,weekday,0.241040858,0,0,0,0,0,0,0,0,0,0,0,0.568363387,0.190595754,0
